,LDM Object,Field,Field Type,Field Type Refer To,Field Type Details,Overwrites,Default Value,Avaloq Path,Field Description,Internal ID,User ID,Refers to,Cardinality,Mandatory,Group ID
2304,Owner,Document ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.extn.btfg$docm_det.bp_docm_list.docm_id,,person$docm,DOCM_ID,docm,1,+,401
2305,Owner,Document IP Address,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.ip_addr,,person$docm_ip_addr,DOCM_IP_ADDR,,1,-,401
2306,Owner,Document Signature Valid Until,Avaloq DDIC Date,date,Compiles to a date,,,obj_bp.extn.btfg$docm_det.bp_docm_list.expir_date,,person$docm_expir_date,DOCM_EXPIR_DATE,,1,-,401
2307,Owner,Document Issuer,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.issuer,,person$docm_issuer,DOCM_ISSUER,,1,-,401
2308,Owner,Document Full Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.full_name,,person$docm_full_name,DOCM_FULL_NAME,,1,-,401
2309,Owner,Document Identification Number,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.id_nr,,person$docm_id_nr,DOCM_ID_NR,,1,-,401
2310,Owner,Document Comment,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.comment,,person$docm_text1,DOCM_TEXT1,,1,-,401
2311,Owner,Document Type ID,Avaloq Code Table,to be written,,,,obj_bp.extn.btfg$docm_det.bp_docm_list.docm_type_id,,person$docm_type,DOCM_TYPE_ID,btfg$code_docm_type,1,-,401
2312,Owner,Document Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.docm_type.name,,person$docm_type_name,DOCM_TYPE_NAME,,1,-,401
2313,Owner,Document Accredited English Translation ID,Avaloq Code Table,to be written,,,,obj_bp.extn.btfg$docm_det.bp_docm_list.accr_en_trl_id,,person$docm_accr_en_trl,DOCM_ACCR_EN_TRL_ID,btfg$code_accr_en_trl,1,-,401
2314,Owner,Document Accredited English Translation Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.accr_en_trl.name,,person$docm_accr_en_trl_name,DOCM_ACCR_EN_TRL_NAME,,1,-,401
2315,Owner,Document Public Document Type,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.public_docm_type_text,,person$docm_public_docm_type_text,DOCM_PUBLIC_DOCM_TYPE_TEXT,,1,-,401
2316,Owner,Document State ID,Avaloq Code Table,to be written,,,,obj_bp.extn.btfg$docm_det.bp_docm_list.state_id,,person$docm_state,DOCM_STATE_ID,code_country_state,1,-,401
2317,Owner,Document State Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.state.name,,person$docm_state_name,DOCM_STATE_NAME,code_country_state,1,-,401
2318,Owner,Document Country ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.extn.btfg$docm_det.bp_docm_list.country_id,,person$docm_country,DOCM_COUNTRY_ID,country,1,-,401
2319,Owner,Document Country Name,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.extn.btfg$docm_det.bp_docm_list.country.name,,person$docm_country_name,DOCM_COUNTRY_NAME,country,1,-,401
2320,Owner,Document User,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.user,,person$docm_user,DOCM_USER,,1,-,401
2321,Owner,Document Signature Date,Avaloq DDIC Date,date,Compiles to a date,,,obj_bp.extn.btfg$docm_det.bp_docm_list.sign_date,,person$docm_sign_date,DOCM_SIGN_DATE,,1,+,401
2322,Owner,Address ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_person.addr_list.obj_addr_id,Address type,person$addr,ADDR_ID,addr,n,-,
2323,Owner,Australian Tax Person Relevant ID,Avaloq Code Table,to be written,,,,obj_person.au_tax_person.hist.person_relv_id,,person$au_tax_person_relv,AU_TAX_PERSON_RELV_ID,code_au_tax_person_relv,1,-,
2324,Owner,Australian Tax Person Relevant Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.au_tax_person.hist.person_relv.name,,person$au_tax_person_relv_name,AU_TAX_PERSON_RELV_NAME,,1,-,
2325,Owner,Tax Address 1 ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_person.au_tax_person.hist.tax_addr_1_id,,person$tax_addr_1,TAX_ADDR_1_ID,addr,1,-,
2326,Owner,Tax Address 1 Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.au_tax_person.hist.tax_addr_1.name,Last name,person$tax_addr_1_name,TAX_ADDR_1_NAME,,1,-,
2327,Owner,Tax Address 2 ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_person.au_tax_person.hist.tax_addr_2_id,,person$tax_addr_2,TAX_ADDR_2_ID,addr,1,-,
2328,Owner,Tax Address 2 Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.au_tax_person.hist.tax_addr_2.name,Last name,person$tax_addr_2_name,TAX_ADDR_2_NAME,,1,-,
2329,Owner,Establish Date,Avaloq DDIC Date,date,Compiles to a date,,,btfg$obj_person.person#establish_date,,person_legal$establish_date,ESTABLISH_DATE,,1,-,
2330,Owner,Is Beneficial Owner,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_bo,,person$is_bo,IS_BO,,1,-,
2331,Owner,GCM Customer Number,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#gcm_cust_num,,person$gcm_cust_nr,GCM_CUST_NR,,1,-,
2332,Owner,Is SAFI Active,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_safi_active,,person$is_safi_active,IS_SAFI_ACTIVE,,1,-,
2333,Owner,Person Association Role,Avaloq Code Table,to be written,,,,obj_person.person_assoc_list,"List of associated person, current person = person_id, associated person = person_trg_id",person$assoc_roles,ASSOC_ROLES,code_person_assoc_role,n,-,681
2334,Owner,Person Association Role ID,Avaloq Code Table,to be written,,,,obj_person.person_assoc_list.person_assoc_role_id,Person Association Role,person$assoc_role_id,ASSOC_ROLE_ID,code_person_assoc_role,n,-,681
2335,Owner,Person Association Role Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.person_assoc_list.person_assoc_role.name,,person$assoc_role_name,ASSOC_ROLE_NAME,,n,-,681
2336,Owner,Client authority,Avaloq Code Table,to be written,,,,obj_person.bp_person_rel_list.auth_det,Details of the beneficial ownership entry,person$auth,AUTH_ROLE,code_auth_role,n,+,683
2337,Owner,Client authority name over its account,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.bp_person_rel_list.auth_det.auth_role.name,,person$auth_role_name,AUTH_ROLE_NAME,,n,-,683
2338,Owner,Client authority id over its account,Avaloq Code Table,to be written,,,,obj_person.bp_person_rel_list.auth_det.auth_role_id,Legitimation,person$auth_role,AUTH_ROLE_ID,code_auth_role,n,+,683
2339,Owner,Authorised Transaction,Avaloq Code Table,to be written,,,,obj_person.bp_person_rel_list.auth_det,Details of the beneficial ownership entry,person$auth_trx,AUTH_TRX,code_auth_trx_group,n,-,684
2340,Owner,Authorised Transaction Type name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.bp_person_rel_list.auth_det.auth_trx_type.name,,person$auth_trx_type_name,AUTH_TRX_TYPE_NAME,,n,-,684
2341,Owner,Authorised Transaction Type,Avaloq Code Table,to be written,,,,obj_person.bp_person_rel_list.auth_det.auth_trx_type_id,Authorised Transaction Type,person$auth_trx_type,AUTH_TRX_TYPE,code_auth_trx_group,n,-,684
2342,Owner,SA TFN Exemption ID,Avaloq Code Table,to be written,,,,btfg$obj_person.person#sa_tfn_exempt,,person$sa_tfn_exempt,SA_TFN_EXEMPT_ID,code_au_sa_person_tfn_exempt,1,-,
2345,Natural Person,Person Type ID,Avaloq Code Table,to be written,,Person Type ID,120,btfg$obj_person.person#person_type_id,,person$person_type,PERSON_TYPE_ID,code_obj_sub_type,1,+,
2346,Natural Person,Is Person a WestpacLive Registered User,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_wpl_reg,,person_natural$is_wpl_reg,IS_WPL_REG,,1,-,
2347,Natural Person,Profile,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_person.rel_list.obj_2_id,,person_natural$profile,PROFILE,profile,n,-,
2348,Natural Person,Oracle User,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#gcm_id,,person_natural$oracle_user,ORACLE_USER,,1,-,
2349,Natural Person,First Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#first_name,,person_natural$first_name,FIRST_NAME,,1,+,
2350,Natural Person,Middle Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#middle_name,,person_natural$middle_name,MIDDLE_NAME,,1,+,
2351,Natural Person,Last Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#last_name,,person_natural$last_name,LAST_NAME,,1,+,
2352,Natural Person,Birth Date,Avaloq DDIC Date,date,Compiles to a date,,,btfg$obj_person.person#birth_date,,person_natural$birth_date,BIRTH_DATE,,1,-,
2353,Natural Person,Nationality ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_person.person_det.country_nati_id,Nationality,person_natural$country_nati,COUNTRY_NATI_ID,country,1,-,
2354,Natural Person,Nationality name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.person_det.country_nati.name,Name,person_natural$country_nati_name,COUNTRY_NATI_NAME,,1,-,
2355,Natural Person,Is a Terms & Conditions Approver,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,form_btfg$custr.bp#person#is_tnc_aprver,,person_natural$is_tnc_aprver,IS_TNC_APRVER,,1,-,
2356,Natural Person,Is a Primary Contact,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,form_btfg$custr.bp#person#is_pri_ctact,,person_natural$is_pri_ctact,IS_PRI_CTACT,,1,-,
2357,Natural Person,Artist Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#artist_name,,person_natural$artist_name,ARTIST_NAME,,1,-,
2358,Natural Person,Age,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,btfg$obj_person.person#age,,person_natural$age,AGE,,1,-,
2359,Natural Person,Death Date,Avaloq DDIC Date,date,Compiles to a date,,,btfg$obj_person.person#death_date,,person_natural$death_date,DEATH_DATE,,1,-,
2360,Natural Person,Is Person a Panorama Registered User,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_panorama_reg,,person_natural$is_reg,IS_REG,,1,-,
2361,Natural Person,Gender ID,Avaloq Code Table,to be written,,,,btfg$obj_person.person#gender_id,,person_natural$gender,GENDER_ID,code_gender,1,-,
2362,Natural Person,Gender Name,Avaloq Code Table,to be written,,,,btfg$obj_person.person#gender,,person_natural$gender_name,GENDER_NAME,code_gender,1,-,
2363,Natural Person,Profession,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#profession,,person_natural$profession,PROFESSION,,1,-,
2364,Natural Person,Title,Avaloq Code Table,to be written,,,,btfg$obj_person.person#ttl_id,,person_natural$ttl,TTL_ID,code_title,1,-,
2365,Natural Person,Title Name,Avaloq Code Table,to be written,,,,btfg$obj_person.person#ttl,,person_natural$ttl_name,TTL_NAME,code_title,1,-,
2366,Natural Person,Alternate First Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#alt_name,,person_natural$alt_first_name,ALT_FIRST_NAME,,n,-,
2367,Natural Person,Alternate Middle Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#alt_name,,person_natural$alt_middle_name,ALT_MIDDLE_NAME,,n,-,
2368,Natural Person,Alternate Last Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#alt_name,,person_natural$alt_last_name,ALT_LAST_NAME,,n,-,
2369,Natural Person,Alternate Full Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#alt_name,,person_natural$alt_full_name,ALT_FULL_NAME,,n,-,
2370,Natural Person,Has T&C Document,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#has_docm_tnc,,person_natural$has_docm_tnc,HAS_DOCM_TNC,,n,+,
2371,Natural Person,Person Type Name,Avaloq Code Table,to be written,,Person Type Name,person_natural,btfg$obj_person.person#person_type,,person$person_type_name,PERSON_TYPE_NAME,code_obj_sub_type,1,-,
2373,Natural Person,Object ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj.id,,obj$obj_id,OBJ_ID,obj,1,+,
2374,Natural Person,Open Date,Avaloq DDIC Date,date,Compiles to a date,,,obj.open_date,Opening date,obj$open_date,OPEN_DATE,,1,+,
2375,Natural Person,Close Date,Avaloq DDIC Date,date,Compiles to a date,,,obj.close_date,Closing date,obj$close_date,CLOSE_DATE,,1,+,
2376,Natural Person,Alpha-numeric sort value,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj.sort_alpha,Alpha-numeric sort value,obj$sort_alpha,SORT_ALPHA,,1,-,
2377,Natural Person,Account,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_person.bp_person_rel_list.trg_obj_id,Returns the target object of the relation. The target object is always a person.,person$acc,ACC,acc,n,-,
2378,Natural Person,Person ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_person.id,,person$person,PERSON_ID,person,1,+,
2379,Natural Person,Involved Party Type,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,obj_person.extn.btfg$ip_type_id,,person$ip_type,IP_TYPE,,1,+,
2380,Natural Person,Involved Party Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$ip_type.name,,person$ip_type_name,IP_TYPE_NAME,,1,+,
2381,Natural Person,Person Key,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#person_sym,,person$person_key,PERSON_KEY,,1,-,
2382,Natural Person,Person External ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,,,person$person_extl,PERSON_EXTL_ID,person,1,-,
2383,Natural Person,Person modification sequence number,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,btfg$obj_person.person#modi_seq_nr,,person$person_modi_seq_nr,PERSON_MODI_SEQ_NR,,1,+,
2384,Natural Person,Full Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#dflt_full_name,,person$full_name,FULL_NAME,,1,+,
2385,Natural Person,Full Name Auto,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,+,obj_person.person_name.full_name_a,Full Name Auto Flag,person$full_name_a,FULL_NAME_A,,1,+,
2386,Natural Person,GCM ID,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#gcm_id,,person$gcm,GCM_ID,,1,-,
2387,Natural Person,GCM ID Auto,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,+,obj_person.extn.btfg$person_gcm_id_a,GCM Identifier,person$gcm_id_a,GCM_ID_A,,1,+,
2388,Natural Person,Person Type ID,Avaloq Code Table,to be written,,,,btfg$obj_person.person#person_type_id,,person$person_type,PERSON_TYPE_ID,code_obj_sub_type,1,+,
2389,Natural Person,Person Type Name,Avaloq Code Table,to be written,,,,btfg$obj_person.person#person_type,,person$person_type_name,PERSON_TYPE_NAME,code_obj_sub_type,1,-,
2390,Natural Person,Has person an adviser job,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#has_avsr_job,,person$has_avsr_profile,HAS_AVSR_PROFILE,,1,-,
2391,Natural Person,Has person an adviser assistant job,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#has_avsra_job,,person$has_avsra_profile,HAS_AVSRA_PROFILE,,1,-,
2392,Natural Person,Has person a para planner job,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#has_prplnr_job,,person$has_prplnr_profile,HAS_PRPLNR_PROFILE,,1,-,
2393,Natural Person,Person has TFN,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#has_tfn,,person$has_tfn,HAS_TFN,,1,-,
2394,Natural Person,Withholding Tax Exemption ID,Avaloq Code Table,to be written,,,,btfg$obj_person.person#wtax_exempt,,person$wtax_exempt,WTAX_EXEMPT_ID,code_au_tax_person_wtax_exmp,1,-,
2395,Natural Person,Withholding Tax Exemption Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.au_tax_person.hist.wtax_exempt.name,,person$wtax_exempt_name,WTAX_EXEMPT_NAME,,1,-,
2396,Natural Person,SAFI Device,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#safi_device,,person$safi_device,SAFI_DEVICE,,1,-,
2397,Natural Person,Is Member,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_mbr,,person$is_mbr,IS_MBR,,1,-,
2398,Natural Person,Is Sharehold,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_sharehld,,person$is_sharehld,IS_SHAREHLD,,1,-,
2399,Natural Person,Is Beneficiary,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_person.person#is_benef,,person$is_benef,IS_BENEF,,1,-,
2400,Natural Person,IDV Status ID,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_person.person#idv_status_id,,person$idv_status,IDV_STATUS_ID,,1,-,
2401,Natural Person,IDV Status Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$idv_status.name,,person$idv_status_name,IDV_STATUS_NAME,,1,-,
2402,Natural Person,AML Status ID,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_person.person#aml_status_id,,person$aml_status,AML_STATUS_ID,,1,-,
2403,Natural Person,AML Status Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$aml_status.name,,person$aml_status_name,AML_STATUS_NAME,,1,-,
2404,Natural Person,CIS Identifier,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.extn.btfg$person_cis_id,CIS Identifier,person$cis,CIS,,1,-,
2405,Natural Person,Tax File Number,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_person.person#tfn,,person$tfn,TFN,,1,-,
2406,Natural Person,Country Tax ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,btfg$obj_person.person#tax_country,,person$country_tax,COUNTRY_TAX_ID,country,1,+,
2407,Natural Person,Country Tax Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person.au_tax_person.hist.tax_country.name,Name,person$country_tax_name,COUNTRY_TAX_NAME,,1,-,
2408,Natural Person,Document List,Avaloq Structured Addition,to_be_found_out,,,,obj_person.extn.btfg$docm_det,,person$docm_list,DOCM_LIST,,1,+,
2409,Natural Person,Document Detail,Avaloq Structured Addition,to_be_found_out,,,,obj_bp.extn.btfg$docm_det.bp_docm_list,,person$docm_det,DOCM_DET,,n,+,401
2410,Natural Person,Document ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.extn.btfg$docm_det.bp_docm_list.docm_id,,person$docm,DOCM_ID,docm,1,+,401
2411,Natural Person,Document IP Address,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.ip_addr,,person$docm_ip_addr,DOCM_IP_ADDR,,1,-,401
2412,Natural Person,Document Signature Valid Until,Avaloq DDIC Date,date,Compiles to a date,,,obj_bp.extn.btfg$docm_det.bp_docm_list.expir_date,,person$docm_expir_date,DOCM_EXPIR_DATE,,1,-,401
2413,Natural Person,Document Issuer,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.issuer,,person$docm_issuer,DOCM_ISSUER,,1,-,401
2414,Natural Person,Document Full Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.full_name,,person$docm_full_name,DOCM_FULL_NAME,,1,-,401
2415,Natural Person,Document Identification Number,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.id_nr,,person$docm_id_nr,DOCM_ID_NR,,1,-,401
2416,Natural Person,Document Comment,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.extn.btfg$docm_det.bp_docm_list.comment,,person$docm_text1,DOCM_TEXT1,,1,-,401
