,System Name,Instance Name,Entity Name,Attribute Name,Owner,Parent,Type,Description,URL,Document Name,XPATH
727,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_INDIVIDUAL,CLIENT PERMISSIONS,,,UI Field,,,,
728,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_INDIVIDUAL,DATE OF BIRTH,,,UI Field,,,,
729,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_INDIVIDUAL,EMAIL,,,UI Field,,,,
730,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_INDIVIDUAL,EMAIL PRIMARY,,,UI Field,,,,
731,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_INDIVIDUAL,FULL NAME,,,UI Field,,,,
732,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_INDIVIDUAL,MOBILE,,,UI Field,,,,
733,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_INDIVIDUAL,POSTAL ADDRESS,,,UI Field,,,,
734,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_INDIVIDUAL,PREFERRED CONTACT,,,UI Field,,,,
735,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_INDIVIDUAL,RESIDENTIAL ADDRESS,,,UI Field,,,,
736,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_INDIVIDUAL,TAX PREFERENCES,,,UI Field,,,,
737,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_INDIVIDUAL,TITLE,,,UI Field,,,,
738,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_JOINT,ACCOUNT NUMBER,,,UI Field,,,,
739,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_JOINT,ADVISER PERMISSIONS,,,UI Field,,,,
740,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_JOINT,BSB,,,UI Field,,,,
741,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_JOINT,CLIENT PERMISSIONS,,,UI Field,,,,
742,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_JOINT,DATE OF BIRTH,,,UI Field,,,,
743,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_JOINT,EMAIL,,,UI Field,,,,
744,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_JOINT,EMAIL PRIMARY,,,UI Field,,,,
745,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_JOINT,FULL NAME,,,UI Field,,,,
746,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_JOINT,MOBILE,,,UI Field,,,,
747,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_JOINT,POSTAL ADDRESS,,,UI Field,,,,
748,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_JOINT,PREFERRED CONTACT,,,UI Field,,,,
749,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_JOINT,PRIMARY CONTACT,,,UI Field,,,,
750,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_JOINT,RESIDENTIAL ADDRESS,,,UI Field,,,,
751,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_JOINT,TAX PREFERENCES,,,UI Field,,,,
752,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_JOINT,TITLE,,,UI Field,,,,
753,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF CORPORATE,ACCOUNT DETAILS,,,UI Field,,,,
754,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF CORPORATE,ACCOUNT SETTING,,,UI Field,,,,
755,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF CORPORATE,ACCOUNTANT DETAILS,,,UI Field,,,,
756,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF CORPORATE,ADVISER DETAILS,,,UI Field,,,,
757,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF CORPORATE,COMPANY DETAILS,,,UI Field,,,,
758,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF CORPORATE,LINKED CLIENT COMPANY,,,UI Field,,,,
759,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF CORPORATE,LINKED CLIENT SMSF,,,UI Field,,,,
760,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF CORPORATE,SMSF DETAILS,,,UI Field,,,,
761,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,ABN,,,UI Field,,,,
762,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,ACCOUNT NUMBER,,,UI Field,,,,
763,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,ACCOUNTANT NAME,,,UI Field,,,,
764,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,ACCOUNTANT SOFTWARE,,,UI Field,,,,
765,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,ADDRESS,,,UI Field,,,,
766,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,ADVISER NAME,,,UI Field,,,,
767,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,ADVISER PAYMENT SETTINGS,,,UI Field,,,,
768,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,ADVISER PERMISSIONS,,,UI Field,,,,
769,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,BSB,,,UI Field,,,,
770,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,CLIENT PERMISSIONS,,,UI Field,,,,
771,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,DATE OF BIRTH,,,UI Field,,,,
772,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,DATE OF REGISTRATION,,,UI Field,,,,
773,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,EMAIL,,,UI Field,,,,
774,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,EMAIL PRIMARY,,,UI Field,,,,
775,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,FULL NAME,,,UI Field,,,,
776,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,LINKED ACCOUNT ROLE,,,UI Field,,,,
777,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,MOBILE,,,UI Field,,,,
778,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,POSTAL ADDRESS,,,UI Field,,,,
779,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,PREFERRED CONTACT,,,UI Field,,,,
780,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,PRIMARY CONTACT,,,UI Field,,,,
781,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,REGISTERED FOR GST,,,UI Field,,,,
782,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,REGISTRATION STATE,,,UI Field,,,,
783,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,RESIDENTIAL ADDRESS,,,UI Field,,,,
784,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,SMSF NAME,,,UI Field,,,,
785,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,TAX FILE NUMBER,,,UI Field,,,,
786,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,TAX PREFERENCES,,,UI Field,,,,
787,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_SMSF INDIVIDUAL,TITLE,,,UI Field,,,,
788,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST CORPORATE,ACCOUNT DETAILS,,,UI Field,,,,
789,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST CORPORATE,ACCOUNT SETTING,,,UI Field,,,,
790,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST CORPORATE,BENEFICIARIES,,,UI Field,,,,
791,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST CORPORATE,COMPANY DETAILS,,,UI Field,,,,
792,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST CORPORATE,LINKED CLIENT COMPANY,,,UI Field,,,,
793,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST CORPORATE,LINKED CLIENT TRUST,,,UI Field,,,,
794,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST CORPORATE,TRUST DETAILS,,,UI Field,,,,
795,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,ABN,,,UI Field,,,,
796,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,ACCOUNT NUMBER,,,UI Field,,,,
797,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,ADDRESS,,,UI Field,,,,
798,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,ADVISER PERMISSIONS,,,UI Field,,,,
799,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,ARSN,,,UI Field,,,,
800,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,BENEFICIARIES NAME,,,UI Field,,,,
801,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,BENEFICIARIES RESIDENTIAL ADDRESS,,,UI Field,,,,
802,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,BSB,,,UI Field,,,,
803,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,CLIENT PERMISSIONS,,,UI Field,,,,
804,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,DATE OF BIRTH,,,UI Field,,,,
805,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,DATE OF REGISTRATION,,,UI Field,,,,
806,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,EMAIL,,,UI Field,,,,
807,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,EMAIL PRIMARY,,,UI Field,,,,
808,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,FULL NAME,,,UI Field,,,,
809,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,LEGISLATION ESTABLISHING FUND,,,UI Field,,,,
810,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,LINKED ACCOUNT ROLE,,,UI Field,,,,
811,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,MOBILE,,,UI Field,,,,
812,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,POSTAL ADDRESS,,,UI Field,,,,
813,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,PREFERRED CONTACT,,,UI Field,,,,
814,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,PRIMARY CONTACT,,,UI Field,,,,
815,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,REGISTERED FOR GST,,,UI Field,,,,
816,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,REGISTRATION STATE,,,UI Field,,,,
817,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,RESIDENTIAL ADDRESS,,,UI Field,,,,
818,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,TAX FILE NUMBER,,,UI Field,,,,
819,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,TAX PREFERENCES,,,UI Field,,,,
820,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,TITLE,,,UI Field,,,,
821,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,TRUST NAME,,,UI Field,,,,
822,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_TRUST INDIVIDUAL,TRUST TYPE,,,UI Field,,,,
823,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_UPDATE PRIMARY ACCOUNT HOLDER,ACCOUNT FOR WHICH THE UPDATES ARE REQUESTED,,,UI Field,,,,
824,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_UPDATE PRIMARY ACCOUNT HOLDER,PERSON_ID WHO NEEDS TO BE UPDATED AS PRIMARY ACCOUNT HOLDER,,,UI Field,,,,
825,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_UPDATE TAX PREFERENCES,ACCOUNT FOR WHICH THE UPDATES ARE REQUESTED,,,UI Field,,,,
826,UX Sitemap,Default,ACCOUNT DETAILS AND MAINTENANCE_ACCOUNT TYPE_UPDATE TAX PREFERENCES,TAX KEEPING METHOD,,,UI Field,,,,
827,UX Sitemap,Default,ACCOUNT OVERVIEW,BANK ACCOUNT NAME OF THE PAYEE,,,UI Field,,,,
828,UX Sitemap,Default,ACCOUNT OVERVIEW,BANK ACCOUNT NAME OF THE PAYER,,,UI Field,,,,
829,UX Sitemap,Default,ACCOUNT OVERVIEW,CAPITAL GROWTH(LAST QUARTER),,,UI Field,,,,
830,UX Sitemap,Default,ACCOUNT OVERVIEW,CASH AVAILABLE,,,UI Field,,,,
831,UX Sitemap,Default,ACCOUNT OVERVIEW,CURRENT RATE,,,UI Field,,,,
832,UX Sitemap,Default,ACCOUNT OVERVIEW,FREQUENCY OF THE TRANSACTION,,,UI Field,,,,
833,UX Sitemap,Default,ACCOUNT OVERVIEW,INCOME(LAST QUARTER),,,UI Field,,,,
834,UX Sitemap,Default,ACCOUNT OVERVIEW,NEXT DUE DATE FOR THE TRANSACTION,,,UI Field,,,,
835,UX Sitemap,Default,ACCOUNT OVERVIEW,ORDER TYPE,,,UI Field,,,,
836,UX Sitemap,Default,ACCOUNT OVERVIEW,ORDER VALUE,,,UI Field,,,,
837,UX Sitemap,Default,ACCOUNT OVERVIEW,PERFORMANCE(LAST QUARTER),,,UI Field,,,,
838,UX Sitemap,Default,ACCOUNT OVERVIEW,PRINCIPLE VALUE OF TDS,,,UI Field,,,,
839,UX Sitemap,Default,ACCOUNT OVERVIEW,PRINCIPLE VALUE OF TD’S,,,UI Field,,,,
840,UX Sitemap,Default,ACCOUNT OVERVIEW,SCHEDULED TRANSACTION TYPE,,,UI Field,,,,
841,UX Sitemap,Default,ACCOUNT OVERVIEW,TD MATURITY DATE,,,UI Field,,,,
842,UX Sitemap,Default,ACCOUNT OVERVIEW,TOTAL AMOUNT IN DOLLARS FOR THE TRANSACTION,,,UI Field,,,,
843,UX Sitemap,Default,ACCOUNT OVERVIEW,TOTAL PORTFOLIO VALUE,,,UI Field,,,,
844,UX Sitemap,Default,ACCOUNT-ASSET TRANSFERS-CREATE TRANSFERS,,,,Screen,,,,
845,UX Sitemap,Default,ACCOUNT-ASSET TRANSFERS-TRANSFER STATUS,,,,Screen,,,,
846,UX Sitemap,Default,ACCOUNT-ASSET TRANSFERS-TRANSFER STATUS,ACCOUNT NUMBER/HIN,,,UI Field,Account Number or HIN,,,
847,UX Sitemap,Default,ACCOUNT-ASSET TRANSFERS-TRANSFER STATUS,ASSET NAME,,,UI Field,Name of asset,,,
848,UX Sitemap,Default,ACCOUNT-ASSET TRANSFERS-TRANSFER STATUS,ASSET STATUS,,,UI Field,Asset Status,,,
849,UX Sitemap,Default,ACCOUNT-ASSET TRANSFERS-TRANSFER STATUS,ASSET TYPE,,,UI Field,Asset Type,,,
850,UX Sitemap,Default,ACCOUNT-ASSET TRANSFERS-TRANSFER STATUS,CHANGE OF BENEFICIAL OWNERSHIP,,,UI Field,Is there any change in beneficial ownership,,,
851,UX Sitemap,Default,ACCOUNT-ASSET TRANSFERS-TRANSFER STATUS,CHESS SPONSOR NAME,,,UI Field,Sponsor Name,,,
852,UX Sitemap,Default,ACCOUNT-ASSET TRANSFERS-TRANSFER STATUS,ORDER STATUS,,,UI Field,Order Status,,,
853,UX Sitemap,Default,ACCOUNT-ASSET TRANSFERS-TRANSFER STATUS,QUANTITY,,,UI Field,Qunatity to be transferred,,,
854,UX Sitemap,Default,ACCOUNT-ASSET TRANSFERS-TRANSFER STATUS,TRANSFER DESTINATION,,,UI Field,Transferred to,,,
855,UX Sitemap,Default,ACCOUNT-ASSET TRANSFERS-TRANSFER STATUS,TRANSFER ID,,,UI Field,Transfer Id generated while asset craetion,,,
856,UX Sitemap,Default,ACCOUNT-ASSET TRANSFERS-TRANSFER STATUS,TRANSFER TIME,,,UI Field,Time of Transfer ID generation,,,
857,UX Sitemap,Default,ACCOUNT-ASSET TRANSFERS-TRANSFER STATUS,WHERE CURRENTLY HELD,,,UI Field,Where it is held,,,
858,UX Sitemap,Default,ACCOUNT-DETAILS AND PREFERENCES-ACCOUNT DETAILS,,,,Screen,,,,
859,UX Sitemap,Default,ACCOUNT-DETAILS AND PREFERENCES-ADDITIONAL SERVICES,,,,Screen,,,,
860,UX Sitemap,Default,ACCOUNT-DETAILS AND PREFERENCES-INVESTMENT PREFERENCES,,,,Screen,,,,
861,UX Sitemap,Default,ACCOUNT-INCOME ACCRUED,,,,Screen,,,,
862,UX Sitemap,Default,ACCOUNT-INCOME ACCRUED,CASH,,,UI Field,Cash Asset,,,
863,UX Sitemap,Default,ACCOUNT-INCOME ACCRUED,CASH AMOUNT,,,UI Field,Cash Amount,,,
864,UX Sitemap,Default,ACCOUNT-INCOME ACCRUED,PAYMENT DATE,,,UI Field,Payment Date,,,
865,UX Sitemap,Default,ACCOUNT-INCOME ACCRUED,REFERENCE DATE,,,UI Field,Reference Date,,,
866,UX Sitemap,Default,ACCOUNT-INCOME ACCRUED,TERM DEPOSIT,,,UI Field,Term Deposit Asset,,,
867,UX Sitemap,Default,ACCOUNT-INCOME ACCRUED,TERM DEPOSIT INTEREST,,,UI Field,Term Deposit Interest,,,
868,UX Sitemap,Default,ACCOUNT-INCOME ACCRUED,TOTAL INCOME ACCRUED,,,UI Field,Total income accrued,,,
869,UX Sitemap,Default,ACCOUNT-INCOME RECEIVED,,,,Screen,,,,
870,UX Sitemap,Default,ACCOUNT-INCOME RECEIVED,CASH AMOUNT,,,UI Field,Cash Amount,,,
871,UX Sitemap,Default,ACCOUNT-INCOME RECEIVED,CASH DESCRIPTION,,,UI Field,Cash Description,,,
872,UX Sitemap,Default,ACCOUNT-INCOME RECEIVED,DATE FROM,,,UI Field,Date From,,,
873,UX Sitemap,Default,ACCOUNT-INCOME RECEIVED,DATE TO,,,UI Field,Date To,,,
874,UX Sitemap,Default,ACCOUNT-INCOME RECEIVED,PAYMENT DATE,,,UI Field,Date of transaction,,,
875,UX Sitemap,Default,ACCOUNT-INCOME RECEIVED,TOTAL INCOME RECEIVED,,,UI Field,Total Amount,,,
876,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,,,,Screen,,,,
877,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,CODE AND NAME,,,UI Field,Name and code of asset,,,
878,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,CONSIDERATION,,,UI Field,Consideration quantity,,,
879,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,EXPIRY TYPE,,,UI Field,Expiry type,,,
880,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,LIMIT PRICE,,,UI Field,Limit price,,,
881,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,ORDER ID,,,UI Field,Order ID of the placed order,,,
882,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,ORDER TYPE,,,UI Field,Type of order,,,
883,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,QUANTITY,,,UI Field,Original quantity,,,
884,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,STATUS,,,UI Field,Status of order,,,
885,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-ORDER STATUS,SUBMITTED,,,UI Field,Submitted date and time,,,
886,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER,,,,Screen,,,,
887,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER,AMOUNT,,,UI Field,Amount of assets in units,,,
888,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER,DIVIDEND,,,UI Field,Type of dividend,,,
889,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER,EST PRICE,,,UI Field,Estimated price of asset,,,
890,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER,EXPIRY,,,UI Field,Type of expiry for asset buy or sell,,,
891,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER,ORDER ID,,,UI Field,Order number generated after the order is placed,,,
892,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER,ORDER TYPE,,,UI Field,Type of order,,,
893,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER,PRICE TYPE,,,UI Field,Market price or Limit price,,,
894,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-PLACE AN ORDER,SEARCH (NAME OR CODE),,,UI Field,Asset name or code,,,
895,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,,,,Screen,,,,
896,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,AMOUNT,,,UI Field,Amount,,,
897,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,ASSET NAME,,,UI Field,Name and code of Asset,,,
898,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,CURRENT HOLDING,,,UI Field,Current holdings of Assset,,,
899,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,DEPOSIT START DATE,,,UI Field,Start date of deposit,,,
900,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,DESCRIPTION,,,UI Field,Description,,,
901,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,END DATE,,,UI Field,Last deposit date,,,
902,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,FROM ACCOUNT NAME,,,UI Field,Account name of linked account,,,
903,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,FROM ACCOUNT NICK NAME,,,UI Field,Nick name of linked account,,,
904,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,FROM ACCOUNT NUMBER,,,UI Field,Account number of linked account,,,
905,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,FROM BSB,,,UI Field,BSB of linked account,,,
906,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,QUANTITY,,,UI Field,Quantity,,,
907,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-REGULAR INVESTMENT PLAN,REPEATS EVERY,,,UI Field,Investment repeat frequency,,,
908,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-SAVED ORDERS,,,,Screen,,,,
909,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-SAVED ORDERS,BY,,,UI Field,Order saved by,,,
910,UX Sitemap,Default,ACCOUNT-INVESTMENT ORDERS-SAVED ORDERS,DATE SAVED,,,UI Field,Order saved date and time,,,
