Source System Name,Source Instance Name,Source Entity Name,Source Attribute Name,Target System Name,Target Instance Name,Target Entity Name,Target Attribute Name,Attribute Description,Business Rule,Transformation_Mapping rule,Comments,Mapping Name,Action,Last_Update_Date,Modified_By
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/BOOK_KIND/EXTL_VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BOOK_KIND,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/BOOK_KIND/EXTL_VAL/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BOOK_KIND,For ongoing advice fee: btfg$avsr_advcong For Licensee advice fee: btfg$dg_advcong,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,TARIFF_LIST,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,TARIFF,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/APPL_DEF_LIST,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,APPL_DEF_LIST,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/APPL_DEF_LIST/TARIFF_APPL_DEF,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,TARIFF_APPL_DEF,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/APPL_DEF_LIST/TARIFF_APPL_DEF/MISC,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,MISC,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/APPL_DEF_LIST/TARIFF_APPL_DEF/MISC/EXTL_VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,MISC,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/APPL_DEF_LIST/TARIFF_APPL_DEF/MISC/EXTL_VAL/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,MISC,For MA %: btfg$fua_clust_ma For TD %: btfg$fua_clust_td For Cash %: btfg$fua_clust_cash For LS %: btfg$fua_clust_ls For MF %: btfg$fua_clust_mf,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/BOUND_LIST,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BOUND_LIST,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/BOUND_LIST/TARIFF_BOUND,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,TARIFF_BOUND,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/BOUND_LIST/TARIFF_BOUND/BOUND_FACTOR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BOUND_FACTOR,Sliding scale % value / 100,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/BOUND_LIST/TARIFF_BOUND/QTY_1_BOUND_FROM,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,QTY_1_BOUND_FROM,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/BOUND_LIST/TARIFF_BOUND/QTY_1_BOUND_FROM/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,QTY_1_BOUND_FROM,From,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/BOUND_LIST/TARIFF_BOUND/QTY_2_BOUND_TO,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,QTY_2_BOUND_TO,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/BOUND_LIST/TARIFF_BOUND/QTY_2_BOUND_TO/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,QTY_2_BOUND_TO,To,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/FACTOR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,FACTOR,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/FACTOR/DO_CPI,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,DO_CPI,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/FACTOR/DO_CPI/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,DO_CPI,true OR false,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/FACTOR/NEXT_CPI,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,NEXT_CPI,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/FACTOR/NEXT_CPI/VALUE,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,NEXT_CPI,[Not displayed],Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/FACTOR/VALUE,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,FACTOR,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/FACTOR/VALUE/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,FACTOR,For $: Amount pa For %:   Managed portfolios pa/100 OR   Term deposits pa/100 OR   Cash pa/100,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/MISC,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,MISC,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/MISC/EXTL_VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,MISC,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERIODIC_FEE/BOOK_KIND_LIST/BOOK_KIND/TARIFF_LIST/TARIFF/MISC/EXTL_VAL/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,MISC,For $: btfg$fixed_amt For MA %: btfg$fua_clust_ma For TD %: btfg$fua_clust_td For Cash %: btfg$fua_clust_cash For LS %: btfg$fua_clust_ls For MF %: btfg$fua_clust_mf For MinMax $: btfg$minmax For SS: btfg$fua_tailored,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,PERSON_LIST,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,PERSON,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ABN,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ABN,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ABN/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ABN,ABN,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ACN,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ACN,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ACN/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ACN,ACN,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ADDR_LIST,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ADDR,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/ADDR_CATG_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ADDR_CATG_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/ADDR_CATG_ID/EXTL_VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ADDR_CATG_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/ADDR_CATG_ID/EXTL_VAL/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ADDR_CATG_ID,[Not displayed] - pass value,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/ADDR_EXTL_ID/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ADDR_EXTL_ID,This is the external id that ABS will echo back to the system that made the request.,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/ADDR_KIND_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ADDR_KIND_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/ADDR_KIND_ID/EXTL_VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ADDR_KIND_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/ADDR_KIND_ID/EXTL_VAL/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ADDR_KIND_ID,pass value only if preferred,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/ADDR_MEDIUM_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ADDR_MEDIUM_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/ADDR_MEDIUM_ID/EXTL_VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ADDR_MEDIUM_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/ADDR_MEDIUM_ID/EXTL_VAL/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ADDR_MEDIUM_ID,[Not displayed] - pass value,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/ADDR_MODI_SEQ_NR/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ADDR_MODI_SEQ_NR,This is the modification sequence number that must me increased if this data has been changed after a retrieval from ABS.,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/BOX_ADDR_TYPE_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BOX_ADDR_TYPE_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/BOX_ADDR_TYPE_ID/EXTL_VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BOX_ADDR_TYPE_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/BOX_ADDR_TYPE_ID/EXTL_VAL/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BOX_ADDR_TYPE_ID,There is a valid value sent back from the address validation system in case of validation of a PO Box address,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/BUILDING_NAME,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BUILDING_NAME,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/BUILDING_NAME/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,BUILDING_NAME,[Not displayed] - pass blank,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/CTY_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,CTY_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/CTY_ID/EXTL_VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,CTY_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/CTY_ID/EXTL_VAL/KEY,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,CTY_ID,btfg$ctry_iso_3,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/CTY_ID/EXTL_VAL/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,CTY_ID,Country dropdown,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/ELEC_ADDR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ELEC_ADDR,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/ELEC_ADDR/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ELEC_ADDR,Phone number fields: Mobile| Home| Work| Email,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/FLOOR_NR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,FLOOR_NR,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/FLOOR_NR/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,FLOOR_NR,[Not displayed] - pass blank,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/IS_DOMI,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,IS_DOMI,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/IS_DOMI/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,IS_DOMI,[Not displayed] - pass value,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/IS_MAIL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,IS_MAIL,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/IS_MAIL/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,IS_MAIL,[Not displayed] - pass value,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/PO_BOX,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,PO_BOX,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/PO_BOX/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,PO_BOX,PO Box number,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/STATE_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STATE_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/STATE_ID/EXTL_VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STATE_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/STATE_ID/EXTL_VAL/KEY,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STATE_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/STATE_ID/EXTL_VAL/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STATE_ID,Residential Address > State (in case of australian state),Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/STATE_OTHER,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STATE_OTHER,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/STATE_OTHER/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STATE_OTHER,State in case of international address,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/STREET_NAME,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STREET_NAME,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/STREET_NAME/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STREET_NAME,Street name,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/STREET_NR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STREET_NR,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/STREET_NR/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STREET_NR,Street no.,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/STREET_TYPE_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STREET_TYPE_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/STREET_TYPE_ID/EXTL_VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STREET_TYPE_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/STREET_TYPE_ID/EXTL_VAL/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,STREET_TYPE_ID,Street type,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/SUBURB,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,SUBURB,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/SUBURB/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,SUBURB,Residential Address > Suburb,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/UNIT_NR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,UNIT_NR,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/UNIT_NR/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,UNIT_NR,Unit no.,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/ZIP,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,ZIP,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/ADDR_LIST/ADDR/ZIP/VAL,ABS Dev,XSD,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,ZIP,Residential Address > Postcode,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/AML_CHECK_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,AML_CHECK_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/AML_CHECK_ID/EXTL_VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,AML_CHECK_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/AML_CHECK_ID/EXTL_VAL/KEY,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,AML_CHECK_ID,,Direct,,,,,,
IFS,Default,ONBOARDING - CUSTOMER REQUEST RESPONSE,/DATA/PERSON_LIST/PERSON/AML_CHECK_ID/EXTL_VAL/VAL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,AML_CHECK_ID,[Not displayed] - pass blank,Direct,,,,,,
